"customer_id","years_in_current_job","home_ownership"
"8f6929dc-88b1-4b8c-a87f-e1e4457c60dd","3 years","Home Mortgage"
"0fd78fa8-8d1b-4c3d-a3f1-4ce161b1a2da","4 years","Home Mortgage"
"823293b1-6fea-4db4-b406-2d68e574715b","10+ years","Home Mortgage"
"780a5a3e-61e6-4473-b00d-a4109f2361a6","1 year","Home Mortgage"
"7d91c943-f6f8-45e9-aedc-cdcddf7401dd","10+ years","Home Mortgage"
"2a77ea34-2350-483d-a390-c76268532c1c","8 years","Home Mortgage"
"8d5a2ca0-943a-46a9-8b29-cffee22436c4","10+ years","Home Mortgage"
"9f62fff8-b67f-4ba1-be06-1c9af63cfe52","2 years","Home Mortgage"
"99448ea6-a7c8-4977-a08c-69bc343985a7","2 years","Home Mortgage"
"f7711fe4-6384-4ad3-8604-fb8ebf0c527c","10+ years","Home Mortgage"
"839089ec-b35d-460c-b623-da93ffb39960","3 years","Rent"
"7fff04e9-478b-4da3-acfd-6a5c0f949ddb",NULL,"Rent"
"d103a2d9-3534-4715-b33d-458f45697a66","2 years","Rent"
"e6446832-189d-488a-a695-a9589b523962","10+ years","Home Mortgage"
"a77fcfef-91ab-400b-89ec-4b18e66301be","2 years","Rent"
"25647df0-688c-4181-948b-d2d6d3277e1c","5 years","Home Mortgage"
"3f8e5612-feb2-4743-8b6a-7beb018ad41c","8 years","Home Mortgage"
"d2e7d8bf-d1ad-40b3-9d17-45e0aa8fcb9b","< 1 year","Rent"
"53049afb-6bac-44f9-91b4-ba3f7e263920","10+ years","Home Mortgage"
"d387058f-3b39-48ab-9eea-10e3c70ede07","10+ years","Rent"
"cf1765cc-be60-4fe6-8b18-249245fa037a","5 years","Home Mortgage"
"f8e19364-1e97-4ceb-9054-1145091a633f","8 years","Rent"
"a0bbfba5-c0a0-44b9-9ac2-e6404bd6607b","1 year","Rent"
"b3b7b6af-f415-41bc-879c-45b4d8566c36","1 year","Rent"
"af81a0bf-85b7-42b3-9e6c-bb3f4c5f89a3","7 years","Own Home"
"7420fe92-229c-4643-a3ad-4d12ce7c1f6d","1 year","Rent"
"5e255085-de6f-4e39-b35e-c1a86231d357","4 years","Rent"
"106c85d5-cdf6-4323-99d3-22d993aaecd0","7 years","Rent"
"2158463f-c6e7-4985-86ea-c38e06b924f7","10+ years","Home Mortgage"
"064d7dae-46be-46c8-b635-459f33cc3b3a","3 years","Rent"
"e6f03157-2859-413f-b8e4-039707805c4b","10+ years","Rent"
"f04a5152-3154-426b-8647-4f9ce778f861","2 years","Rent"
"057a4126-5b06-4b0a-8d3e-37c272cd2003","6 years","Home Mortgage"
"c49e61bf-8cee-4519-9de4-84ca2499a87c","4 years","Home Mortgage"
"0f002804-4b3c-4ab3-a5ad-331f1548ca2c","6 years","Rent"
"1a445b1c-32a7-49c6-82a0-3e9742e02635","2 years","Rent"
"d5a5f0e6-8396-4647-be2b-62765db34da4","< 1 year","Rent"
"b6c081e1-9fd8-41c2-ae40-166c03119b91","2 years","Rent"
"fb5343f3-f71f-470e-ac14-789b902c6a88","4 years","Rent"
"cc698d70-1b24-4b4a-b886-e835a29e22a3","4 years","Rent"
"716d4bf3-6479-428d-9979-904aaf7a453c","5 years","Rent"
"00fa638b-e857-458f-a849-f76e374cc2c3","5 years","Home Mortgage"
"379e73c5-b1e9-4d58-b345-84f54fe43385","< 1 year","Home Mortgage"
"1a7a407e-f91c-44ea-80ed-f5f4f890a394","2 years","Home Mortgage"
"f4649e39-0bda-4aee-a665-18d1ea6cf9e7","3 years","Rent"
"110c1914-53e0-4639-8773-32d128ca6116",NULL,"Home Mortgage"
"e6664f24-0b69-45aa-9f50-95941f12cd9f",NULL,"Home Mortgage"
"3535c73e-af3a-458a-90d6-0ba0d7a92f27","10+ years","Home Mortgage"
"ef0bd291-121a-4eeb-974e-ac80930ccf00",NULL,"Rent"
"021cfe48-3ce5-4602-ad2b-c21f1473d195","2 years","Home Mortgage"
"bd94000f-f10c-4f88-a464-bdc439f69fc2","5 years","Home Mortgage"
"15e0d842-f101-40a2-830a-ac58c51457a1","1 year","Own Home"
"d37a7231-7dce-491a-bdb6-4688d55711e1","2 years","Rent"
"19941661-98e2-4800-93c9-a0e92057c813","< 1 year","Own Home"
"2f2aa20b-d173-4318-9435-85de7eee4f7f","10+ years","Own Home"
"a645ef75-f106-4530-aab5-24ff886e55a1","4 years","Home Mortgage"
"3c31ad7c-1a67-40c3-b071-62c404235918","4 years","Rent"
"5cf58471-de79-4ce3-9545-6ca8086dc2e7","10+ years","Rent"
"d5e9db4d-98d3-49c6-98cb-c4feca082127","10+ years","Home Mortgage"
"8ce9f4e4-0044-4779-a4c5-66552927d0ab","10+ years","Own Home"
"631347a6-b027-4f5f-8363-594b79aff617","1 year","Own Home"
"756777d0-42b5-4e33-bd4d-58bf1d13f644","10+ years","Home Mortgage"
"bfcb3eac-c8d9-4d6f-a002-0c9a3bf8c685","7 years","Home Mortgage"
"7fd1cdc8-2eff-400d-a705-1602bdbbc87d","2 years","Home Mortgage"
"89d77bcf-9910-477d-a755-0dd046cb35ff","10+ years","Rent"
"6e114107-2576-4a5b-91af-a7669333eca3","10+ years","Home Mortgage"
"e17ed1a4-1a75-43fa-bffb-be294a3f77c4","7 years","Home Mortgage"
"7e90afe4-c090-43ac-b39e-90eed8c2d2fe","10+ years","Own Home"
"206609fa-9e43-4fcf-a0f9-4e7103eecc4c","4 years","Rent"
"6a907e9a-3ced-4f62-adec-6384a589b916","3 years","Home Mortgage"
"2ae52dc5-742e-4377-b498-2070e163aa1d","10+ years","Home Mortgage"
"78b23697-9228-4ef6-a770-478c0171b764","4 years","Rent"
"8f149fa9-23f6-4453-a82c-20ae5ffb6e95","10+ years","Rent"
"3c4686b9-b1f9-4afe-8f92-613aefa52e85","6 years","Home Mortgage"
"51a7e7bb-5520-48f9-a1b8-9813e8107db3","10+ years","Rent"
"a647389d-fee2-463d-86c1-c7b8e9be8d27","1 year","Rent"
"d2592b4e-f032-42c6-8fdf-3023fa3c9ce7","7 years","Own Home"
"67e93ee0-bb2f-4a16-9d06-6600d084baae","10+ years","Home Mortgage"
"5fdf69f6-b95f-4247-afe5-314efffc8bee","10+ years","Home Mortgage"
"f589bab3-3e5c-47aa-b3c5-8617f9098254","6 years","Home Mortgage"
"8075f523-a006-49d5-bbfb-347cba8b4351","10+ years","Home Mortgage"
"1bdb2782-30ef-45e4-b936-48fbc200b5ac","8 years","Rent"
"b756e180-7ba2-4721-a9cc-534c5bb642d2","10+ years","Rent"
"d3b5f171-9216-438d-96e2-5336c3204798","2 years","Rent"
"86242eec-2c69-448a-93c5-c7d128eba38a","4 years","Rent"
"579a0930-b731-47c4-afb0-36ee23e772eb","1 year","Rent"
"8b9f778b-c3a4-4d51-9940-6ae35bc4b7db","10+ years","Home Mortgage"
"4e974240-4b7e-46ea-9d3c-2702989f18be","7 years","Home Mortgage"
"a3e9cb3b-5724-402c-9d6f-cf616d9b7b35","6 years","Rent"
"3b5dda29-a465-4715-87f0-86d6e7dc3e12","4 years","Home Mortgage"
"a91c4290-8a2d-4cdd-bab9-60788dc14eb2","2 years","Own Home"
"01057261-5054-4448-b725-90ba98b82152","6 years","Rent"
"2ad6f371-7797-4609-92af-23eb4a30a4bf","1 year","Rent"
"c3e3bd3e-2841-41a2-8ed8-ace9f6f13a4a","10+ years","Rent"
"1d24a8f4-066d-4289-a245-176061d974b5","7 years","Home Mortgage"
"11d42688-d6c7-4f1d-b32d-547d432050b8","2 years","Home Mortgage"
"29c9b790-ef61-4a5f-9e78-dd614323f044","9 years","Own Home"
"d3008cbd-e499-4080-813b-629b5d6695ca","10+ years","Own Home"
"40e2a136-e855-411c-877a-acff6f143d7c","1 year","Own Home"
"97514ea0-93a1-4b44-8c87-8852571f16a6","7 years","Rent"
"1dabcfda-b1a1-4f89-b858-96d9ccab77a5","2 years","Home Mortgage"
"666c0266-76b1-4f00-934e-6047498e61be","6 years","Home Mortgage"
"173c7174-1d5e-4e59-bdee-354b32a171c5","2 years","Rent"
"21ae217c-b415-4102-b033-9e99c04cb2e5","10+ years","Home Mortgage"
"ab2514e8-3bd4-4d64-8fd0-40533b132227","2 years","Rent"
"719e7e4b-b7e7-4967-9b89-f833d81ccf0f","1 year","Rent"
"a76f88e5-205d-4172-a260-a02d31dc975c","5 years","Home Mortgage"
"fd7eb7a2-a39e-4f4e-b5ee-dec42f3a537a","10+ years","Home Mortgage"
"ab685182-eb88-49b6-aee0-cfb49d50288b","5 years","Rent"
"4891a653-11b6-444b-82ac-e46db980cf91","6 years","Rent"
"c322611d-f268-4a44-82a6-8eec45ae92fa",NULL,"Own Home"
"13dca6a4-d993-4e0e-bafe-9efe877b8669","1 year","Rent"
"c5b34502-10c1-46e6-b4fb-bfd3ecb95d1e","7 years","Rent"
"823589bf-3911-4be5-8a44-368e8db077c9","3 years","Rent"
"676a91e7-f978-4897-857d-b0619a354c08","4 years","Own Home"
"862cb1c6-cf59-4108-9ade-3edbd57ac59e","6 years","Rent"
"85338b3c-6715-4eca-81f4-44540110f1cb","5 years","Own Home"
"510490c7-0e98-47f0-b353-2ad4711c012c","< 1 year","Rent"
"817f26dc-b23c-44ca-a4e8-aa076cb7ea05","4 years","Rent"
"018d5599-8c09-4c98-95ab-6d450dc6e416","10+ years","Home Mortgage"
"7f97ade2-4720-42c6-ab28-9ebcea043cf2","1 year","Rent"
"1cd3aa7c-4376-493b-acad-cb29ebcd9257","4 years","Rent"
"409c81f2-fbf9-4636-a734-f67e176f6589","8 years","Home Mortgage"
"f6af927e-8cf8-4f51-bf42-bc3a84e880e0","7 years","Rent"
"9d1f6f0e-a3ee-4e39-a6e5-727390babdba","7 years","Home Mortgage"
"48c25a2a-a932-4080-9709-81c783151fe1","< 1 year","Home Mortgage"
"64c6b07b-c8d7-47a2-bd19-4a698e6d0863","10+ years","Home Mortgage"
"4509ab8b-fda5-422c-8e71-b06684f71931","5 years","Home Mortgage"
"5d745ebc-1eb1-4a7a-a14d-c71693e03fe6","1 year","Home Mortgage"
"b470a9ba-f292-40c8-8930-bc030ef950d7","1 year","Rent"
"daa1073c-1549-47a6-9613-7e119e969348","10+ years","Home Mortgage"
"1f0bd8c2-ac0e-4298-99cf-a4d5833316a3","5 years","Rent"
"06e9516e-b22b-4659-80ac-aad5e871f195","5 years","Home Mortgage"
"362ee5ad-b494-4847-a3b0-f9cd5ddcd2c0","5 years","Home Mortgage"
"f4c3ce6e-3da2-49d1-8ff0-aeb12bb4a8ce","10+ years","Home Mortgage"
"92791a70-fc97-460a-aa6e-ad0b0a0e68d3","10+ years","Home Mortgage"
"41df3f35-84b1-40f8-908c-35c591d15f2c","6 years","Home Mortgage"
"7e9d3fa1-b9d6-4869-9c37-26a99d3a1143","10+ years","Rent"
"7fbe8108-cfc6-4925-8021-e952321915e0","5 years","Rent"
"3fa09eea-e901-4afb-a78d-adb917a38a45","4 years","Rent"
"c0979432-6b2b-47fb-88be-290b2e0d3010","1 year","Own Home"
"8e6658e5-4eec-4397-ba60-dd279eb6f448","1 year","Rent"
"ab4e245b-381d-4260-acff-8a6a58ba94c0","7 years","Rent"
"4ab01738-05af-4ace-881e-0a435c452a47","6 years","Rent"
"6e89cd20-19f4-4bc7-9e70-590c34a9acdd","< 1 year","Rent"
"66124403-409b-42e0-b79c-61187746de84","7 years","Rent"
"3a749d28-13c8-444f-af8c-788d2d944eb5","3 years","Home Mortgage"
"9e815288-f863-4b4c-bc31-2ef070869c5e","8 years","Home Mortgage"
"b071d166-881d-4f1e-bffc-c5b29ed2622d","4 years","Rent"
"1376430c-3aec-4f17-acb5-c1b4626fbf94","10+ years","Rent"
"cc20dd6b-0229-40cd-8485-610a36c8a246","4 years","Home Mortgage"
"b0e29963-ee8d-4a22-ae6e-15c7fe1407db","5 years","Home Mortgage"
"cf0f4b83-0179-4a41-949c-439f147ac49c","< 1 year","Home Mortgage"
"53577bb1-e451-4e5e-851c-fdaedb667c66","3 years","Home Mortgage"
"bde31ca6-3e9e-4b8e-8f34-c94530d0ca37","< 1 year","Rent"
"082a4886-264f-4a5e-a563-34bf467a5487","4 years","Rent"
"ec96b122-c216-439b-833a-3f683c587469","5 years","Rent"
"0b7ab558-9e37-4bd2-81e1-55a099fdb4e8","5 years","Rent"
"eb0579cb-0c08-4b7b-b1ec-f7ba5ef1e95b","10+ years","Own Home"
"a98bbd37-206d-4f81-a644-dacac1b23e51","10+ years","Own Home"
"48e17c7f-648f-4110-b8bf-cb6c55934cee","10+ years","Home Mortgage"
"d14fe087-6ea3-4ed4-80dc-a2fde0fc5389","8 years","Home Mortgage"
"9b2e47fe-07db-4d5f-9ca0-116e650496d3","4 years","Home Mortgage"
"70d52005-13e3-44e3-8942-f9ba6d920912","7 years","Home Mortgage"
"b913a3cc-c4c4-461f-8553-7ac2a88410e0","10+ years","Own Home"
"51d762c9-4b63-4926-ac1d-64eba303d6ef","7 years","Home Mortgage"
"40f81e7d-9d14-4bf6-bfc4-a19448221d89","6 years","Rent"
"fb366861-2a26-4a0c-80c4-8fdae26e9099","10+ years","Home Mortgage"
"b4689e6e-45f0-42ab-9ff8-61dc0b02f3f8","< 1 year","Rent"
"adfbb01f-2156-471f-87d2-84a91af0d93f","10+ years","Home Mortgage"
"4f09dde1-a987-433a-99de-91f3c2d445e6","6 years","Rent"
"86b62db7-9526-4335-a386-063bcd82cb3d","6 years","Home Mortgage"
"2105a980-75d4-4191-a12b-2e5cc7c18161","6 years","Home Mortgage"
"d891a41d-f475-49a5-b475-d95b072a451f","3 years","Home Mortgage"
"1299f13c-514e-40b1-bb0e-57add6fe3e37","10+ years","Rent"
"64d94dad-740f-4760-bdf6-3562006d7128","10+ years","Home Mortgage"
"b868e021-151d-4d2a-a19c-95ea92295641","9 years","Home Mortgage"
"bde2c558-d1f8-4e9b-8920-ea8241a90ee9","3 years","Own Home"
"eeadd70e-80dc-4ebb-96c9-12a616727898","< 1 year","Rent"
"c3239d9d-1761-453f-8f32-1740e52d5cdd","1 year","Home Mortgage"
"82f5b5f0-0ccb-4e8a-8067-c7e34e6771ba","3 years","Rent"
"3483498c-c247-4329-acec-91aeb5c245ab","6 years","Home Mortgage"
"bcbd22b7-3fdf-4de9-8400-10e62f657f64","2 years","Rent"
"2b374e0f-e505-479c-9f67-77ca8b1a5261","5 years","Rent"
"5f99d4b8-6b1e-4c29-a740-c0f12e6f0888","8 years","Home Mortgage"
"6337b5c4-3745-42b2-9bc9-313b66f6d99a","10+ years","Home Mortgage"
"f41b3508-a8af-4cd4-8b6f-8ed437fb68b4","10+ years","Home Mortgage"
"5d2aedf5-4d9a-409c-a600-d33f3a04e103","4 years","Home Mortgage"
"a0605c6c-50ae-44ce-b6c0-00819a2bfc34","1 year","Own Home"
"8e92af1d-3239-455a-b1a5-9795d4b11bbb",NULL,"Rent"
"5fd1a1d0-ab03-4eb3-89a0-d761f6e2fe09","< 1 year","Rent"
"8d9740d1-d26c-4db6-a042-6b8b6465e366","10+ years","Own Home"
"15f37032-75b5-4dcb-86a0-6a47557cba61","1 year","Rent"
"e65846b9-f042-4bfd-84c2-61688ed2ab17","1 year","Rent"
"da105bec-b959-451e-9830-0f01afb1a940","5 years","Home Mortgage"
"e5a50c20-93a3-4fae-a239-fcb0a899b718","10+ years","Home Mortgage"
"609230bd-f426-4227-8ad7-3da7233314f6","10+ years","Rent"
"cf6e16f5-e498-470e-a26b-be9716e7cee0","9 years","Rent"
"f0031fd4-9e59-4661-8ada-f9a9739a90d9","2 years","Rent"
"79c14eee-bde2-4138-8d04-a4f4567e85c3","10+ years","Home Mortgage"
"e3ad961a-dcaa-4f64-9bc8-3b272bc74ef7","4 years","Home Mortgage"
"6bf8c8ce-4837-4fc7-8c35-fb847a413c17","10+ years","Home Mortgage"
"12edd88d-c4e2-475e-862c-92c7cec78bbe","5 years","Home Mortgage"
"3d2ea5a2-7d1a-47d3-89c9-4e3dd926aaeb","8 years","Rent"
"3b9812d3-595f-48ee-baf3-726f3dc117c5","3 years","Rent"
"f822a943-eda5-4a79-bf70-ff28e86d47f5","7 years","Rent"
"ee7af071-be80-42a0-a5c7-0a3c39b2e3db","1 year","Home Mortgage"
"6eb17931-dd7d-4623-a857-09b59b1b0a61","10+ years","Rent"
"355dd59f-4903-4bed-a1ad-cc31129457f9","10+ years","Rent"
"50d28022-f1ce-40ae-986b-0e6abeca85f8","< 1 year","Own Home"
"620fec8d-80ff-44a8-b11c-cc63d5b6aacf","10+ years","Rent"
"b3d41859-2c02-48e7-a0ae-ff9a4e76ae8b",NULL,"Home Mortgage"
"f97a1cdd-7f92-4dc5-bccf-ebe1da480b0b","7 years","Home Mortgage"
"0bdbef7d-e8ed-4e96-977d-e038a137e597","8 years","Home Mortgage"
"e08c3d21-9329-4b19-a505-d8f287ccf5a7","9 years","Home Mortgage"
"673bcab3-a781-4dc4-95e0-14a78276e6a2","10+ years","Home Mortgage"
"e53e2f03-33d4-4c4c-a387-578ebd999b1b","10+ years","Home Mortgage"
"354fbe1e-b0b8-4a90-a78e-9efaf9b4cba5","10+ years","Rent"
"fad03dfc-cc27-4955-ba69-93fa069e3431","4 years","Rent"
"5350b11d-39c5-4f56-9f46-d8105a481b73","8 years","Home Mortgage"
"6298e152-84e5-4dd3-a4cd-41cd40ef58c1","10+ years","Home Mortgage"
"a992d10d-d4fb-4edf-8614-98b723f1b435","10+ years","Home Mortgage"
"b6a65f31-489c-4f5c-8957-4f402f07a308",NULL,"Rent"
"916d95cf-2225-4ea8-a273-2ae5567be19d","5 years","Home Mortgage"
"d7d34b76-a9ea-40e8-a9bc-9075e9df4361","1 year","Home Mortgage"
"c8568b7f-d4d2-4b1a-aa95-a1a4d4e8a3c5","8 years","Home Mortgage"
"5b0dbf1d-2ce6-4440-b473-3bf5d84cc720","6 years","Rent"
"5a12f723-b483-4929-aaaf-30c2e840476c","9 years","Rent"
"36961187-b092-415f-9572-bcd46a1cfb9c","< 1 year","Home Mortgage"
"32d06b3a-5a7d-4e40-aa83-c0c51d37cc51","6 years","Home Mortgage"
"86685553-f46b-492d-abad-06d2dc1bc370","10+ years","Rent"
"1efb32da-81dc-489e-b01f-163afdb79fb0",NULL,"Rent"
"e5865761-30b2-444c-8b07-1e44a57df561",NULL,"Own Home"
"058f0963-9ad6-49b9-84c2-a50d2b283837","10+ years","Home Mortgage"
"6bc47024-31f2-4d20-b5aa-acb09e00b163","8 years","Home Mortgage"
"c7179b65-9565-4c66-9a4d-03895d76e770","10+ years","Home Mortgage"
"eabbf22d-6170-46ce-a511-d8cee63fc00f","7 years","Home Mortgage"
"10fad0e9-073d-460c-a41b-b3adf38ca369","< 1 year","Home Mortgage"
"e344c542-c88d-4067-8fca-c8c4ca3974d2","< 1 year","Rent"
"af6f67a1-3a23-4b84-ad7f-716b9c09ef78","10+ years","Home Mortgage"
"1299929d-cf69-401d-9e39-ab96c1ff8a66","10+ years","Home Mortgage"
"7c06a279-9653-4185-961e-39d5fe242e4d","2 years","Rent"
"526b6746-fe75-46ae-a699-ae298cd9c378","< 1 year","Home Mortgage"
"9b324cfb-905c-4cdc-92fb-fd84d475cc10","1 year","Rent"
"887c4c97-0da1-44ca-872d-53c0c0ba04f3","2 years","Home Mortgage"
"9a11bbae-5df7-4840-8364-ce28852805f7","6 years","Home Mortgage"
"87efeab2-2997-4005-a7aa-9b2cc908c1c6","4 years","Home Mortgage"
"d33a364a-0d38-4af3-9011-dde304127abd","10+ years","Rent"
"577ab45e-47ee-4be2-af61-2d944512c5fb","10+ years","Home Mortgage"
"fd46e5bd-361b-4cb1-a1de-4f570524a605","10+ years","Home Mortgage"
"10abd023-2f6d-4bc3-9ff1-fa84b3fc061d","8 years","Rent"
"8ad11744-c94f-4f7b-8038-42bffadbedb7","10+ years","Home Mortgage"
"e8307e3f-f70f-4d02-b418-18734b746017","10+ years","Home Mortgage"
"49e7490e-5847-4541-9d62-c8a2b757cfdd","2 years","Home Mortgage"
"2bdf4410-bfb6-448f-8337-63e6fd01a7e0","3 years","Home Mortgage"
"f3cc5aae-b846-4e4d-a5c7-8bf25cf95c14","6 years","Home Mortgage"
"3319838f-c476-40ed-b142-a5ad9a2813d7","10+ years","Home Mortgage"
"47eadf69-2fea-43f2-885c-a76f7c92d7e1","5 years","Rent"
"cd85fc71-a410-492e-a260-dfd660a31b30","6 years","Rent"
"979675c7-4cb6-497d-9941-9ed2562c6c60","5 years","Home Mortgage"
"278914f0-fe04-49cd-844d-a6dd8476b600",NULL,"Home Mortgage"
"71a86951-50e3-43ab-9d06-87d7bc264e33","10+ years","Rent"
"e035819f-64aa-45a1-b86b-335bb4979f3f","10+ years","Rent"
"480ecd21-b00e-4bf9-8547-7b5269d05ede","10+ years","Home Mortgage"
"840763ec-bdab-4bb2-ab0a-87c037c3a378","2 years","Home Mortgage"
"b2892b2c-c302-41a1-8a6a-1a52338fd2b1","< 1 year","Rent"
"77c6b54a-a0a3-4dda-8ac2-2af5988846f5","7 years","Rent"
"4c7abe43-507b-4d01-b3ec-b46b82ecbe04","4 years","Own Home"
"8c97d885-83ad-4b64-b5a6-92c4ccbeb48d","10+ years","Home Mortgage"
"d11855a2-35f1-4370-bf82-1e1e7fe6d817","2 years","Home Mortgage"
"baf401b2-5313-499c-9ae3-1d9369c37d3a","9 years","Rent"
"47e8c33f-5923-45a9-b5b7-30fd03cf1543","2 years","Rent"
"6134f961-2dd3-4773-806c-33289517dddc","2 years","Rent"
"8d25ce7b-92be-4ff0-a134-f3398fb4624e","10+ years","Rent"
"deed9021-d878-4200-b8f4-94f4c63b9b01","5 years","Home Mortgage"
"ab10e32a-c187-4313-b9cd-9e210ce93bdf","3 years","Own Home"
"2d658da1-af60-4906-a23e-dcbac33d95b9","10+ years","Home Mortgage"
"f70e194c-3df7-4ebe-acfb-388cac5fcfdd","7 years","Rent"
"2e958113-d15b-479c-a3bb-35ec85460817","10+ years","Home Mortgage"
"5d4cc1e3-7890-401e-9760-2a1dafb7d00c","2 years","Rent"
"074de4c9-5e54-4934-a6a6-d7360b12f651","6 years","Rent"
"176596bc-30a8-4b95-8cb2-f4ff24e3bd7e","9 years","Home Mortgage"
"1278e0fd-cc5b-4e65-8282-f9ace5e87bf4","10+ years","Own Home"
"da7d3376-3992-4068-bc29-a20929c64ed2","< 1 year","Home Mortgage"
"3720e858-cf85-4876-88c6-2d1662b2899f","7 years","Home Mortgage"
"aabf4f9d-13ce-47f7-b65b-1930d66a1a33","4 years","Home Mortgage"
"653ec81a-ef1d-4033-9b7e-cb17ac527ccf","5 years","Rent"
"57edc3a9-1995-4333-b173-a45504ac7a1e","4 years","Rent"
"22e6fc82-11a7-4da1-939c-ec3c8101d698","1 year","Home Mortgage"
"e9e768e1-c7b5-464e-8c30-5edd4afcf4d7","5 years","Home Mortgage"
"6025af4b-cdab-4afc-9a6f-d54be33360b2","10+ years","Home Mortgage"
"e3c0b9f3-6eda-4c0f-adc8-2e11dc28ec6f","5 years","Rent"
"e9ad91de-370e-4ae5-bd9d-f7fc538a5a79","9 years","Rent"
"c1498408-335b-4499-86a7-0c4760a29a5b","10+ years","Home Mortgage"
"6dcac565-9aeb-4a3f-b1dc-b9e9ea2bfb08","10+ years","Rent"
"2b38d634-6d1b-438e-b614-3b3dbac96d48","10+ years","Rent"
"dae190eb-1c33-4458-b34d-c14d915ab118","10+ years","Rent"
"9377bdfc-c01a-4b7f-9dcd-6e6155cce7e8","10+ years","Home Mortgage"
"46c28ad4-17c7-4e10-9d9f-f36bfa3dc44f","10+ years","Home Mortgage"
